;POLICY_ID;POLICY_IS_RENEWED;POLICY_IS_RENEWED_PROBABILITY
3950;19755;1;0,70154715
3951;19765;1;0,80571204
3952;19767;1;0,5993522
3953;19771;0;0,45991528
3954;19779;0;0,44082728
3955;19781;1;0,6218633
3956;19782;1;0,5656943
3957;19786;0;0,031932466
3958;19796;1;0,504549
3959;19798;0;0,41328526
3960;19800;1;0,79325056
3961;19802;1;0,56690055
3962;19806;0;0,30996704
3963;19812;1;0,8481415
3964;19818;1;0,8416935
3965;19821;1;0,6168928
3966;19827;1;0,75972086
3967;19836;1;0,6540679
3968;19841;0;0,09288014
3969;19859;1;0,8250458
3970;19865;1;0,74537915
3971;19866;1;0,63452035
3972;19869;0;0,16617475
3973;19876;1;0,5878968
3974;19893;1;0,6216833
3975;19903;0;0,34788558
3976;19907;1;0,6112782
3977;19938;0;0,36367804
3978;19940;0;0,36694208
3979;19941;1;0,8030489
3980;19942;1;0,6092735
3981;19963;1;0,5645673
3982;19983;0;0,32566154
3983;19990;1;0,8819102
3984;19991;1;0,5746132
3985;19992;1;0,8752196
3986;19999;1;0,6784538
3987;20006;1;0,6615085
3988;20017;1;0,7144828
3989;20028;1;0,7966055
3990;20031;1;0,61934245
3991;20034;1;0,87140507
3992;20040;1;0,7027092
3993;20043;1;0,8202673
3994;20050;1;0,50343204
3995;20054;1;0,6117542
3996;20064;1;0,8127578
3997;20068;1;0,6702362
3998;20071;0;0,46688765
3999;20077;0;0,19822443
4000;20079;0;0,31518462
4001;20084;0;0,13154383
4002;20085;0;0,37980077
4003;20091;1;0,75399303
4004;20104;0;0,03266462
4005;20110;1;0,7416479
4006;20115;1;0,65120494
4007;20126;1;0,7416336
4008;20136;1;0,51506263
4009;20144;1;0,76693636
4010;20153;0;0,15187679
4011;20162;1;0,7049209
4012;20168;1;0,7219577
4013;20173;1;0,70284617
4014;20178;1;0,728983
4015;20180;1;0,77391225
4016;20181;1;0,7609314
4017;20189;1;0,76205194
4018;20195;1;0,640291
4019;20216;1;0,7247928
4020;20221;0;0,441655
4021;20231;0;0,3639352
4022;20234;0;0,45421174
4023;20235;0;0,38761008
4024;20236;0;0,4512821
4025;20239;1;0,77665794
4026;20245;1;0,66534734
4027;20252;1;0,7786687
4028;20253;1;0,67149377
4029;20258;1;0,5530546
4030;20260;1;0,64897823
4031;20265;1;0,5356895
4032;20271;1;0,8525301
4033;20273;1;0,8724261
4034;20276;1;0,7553284
4035;20280;1;0,66644967
4036;20281;0;0,19104885
4037;20288;1;0,87353855
4038;20289;1;0,74829644
4039;20300;1;0,58437455
4040;20302;1;0,59315366
4041;20305;0;0,4854604
4042;20306;1;0,5186225
4043;20316;1;0,79815733
4044;20325;1;0,7276045
4045;20327;0;0,41951993
4046;20349;1;0,636197
4047;20350;1;0,75597304
4048;20351;0;0,48648337
4049;20354;1;0,7773025
4050;20361;1;0,84223837
4051;20367;1;0,68207335
4052;20371;1;0,6304276
4053;20374;1;0,73461586
4054;20380;1;0,7704007
4055;20381;1;0,7674207
4056;20387;1;0,5923793
4057;20399;1;0,7164004
4058;20405;1;0,8347956
4059;20412;1;0,8287123
4060;20418;1;0,78158706
4061;20423;1;0,74457
4062;20427;1;0,7819247
4063;20434;1;0,712237
4064;20454;1;0,77171916
4065;20456;1;0,6673638
4066;20460;1;0,7626998
4067;20466;1;0,790334
4068;20469;1;0,78576344
4069;20473;1;0,62386876
4070;20477;1;0,6038022
4071;20481;1;0,6496033
4072;20485;0;0,04079738
4073;20492;1;0,73833746
4074;20494;1;0,7877214
4075;20505;1;0,8367059
4076;20508;1;0,6644177
4077;20510;1;0,6184338
4078;20545;1;0,79096293
4079;20553;0;0,12063746
4080;20556;0;0,21201527
4081;20584;1;0,54811156
4082;20587;0;0,09420264
4083;20590;1;0,6262119
4084;20605;1;0,5296508
4085;20607;0;0,2409078
4086;20610;1;0,745629
4087;20617;0;0,014339672
4088;20626;1;0,71006227
4089;20644;1;0,67661864
4090;20645;1;0,6840155
4091;20649;1;0,59431165
4092;20651;0;0,37762544
4093;20664;1;0,81018555
4094;20671;0;0,119706854
4095;20672;1;0,66182727
4096;20673;1;0,80584085
4097;20675;1;0,7160857
4098;20678;0;0,45347127
4099;20681;1;0,73946995
4100;20689;0;0,45741975
4101;20700;1;0,5873871
4102;20703;1;0,8790533
4103;20711;1;0,82180315
4104;20722;1;0,59481657
4105;20724;1;0,76305646
4106;20727;1;0,8064942
4107;20728;0;0,3108276
4108;20733;0;0,3506838
4109;20739;0;0,28629974
4110;20748;1;0,663075
4111;20760;1;0,71221954
4112;20772;1;0,8348918
4113;20775;1;0,65701693
4114;20779;1;0,6757008
4115;20792;1;0,7965314
4116;20794;0;0,0673402
4117;20796;0;0,32324517
4118;20800;1;0,7530796
4119;20802;1;0,8427827
4120;20816;1;0,6897702
4121;20824;1;0,62651676
4122;20825;1;0,57665634
4123;20829;0;0,489461
4124;20831;1;0,6889392
4125;20832;0;0,052722856
4126;20842;1;0,8106898
4127;20845;1;0,74772394
4128;20849;1;0,6523803
4129;20860;1;0,66173977
4130;20868;1;0,6388003
4131;20874;0;0,46447918
4132;20875;1;0,55190384
4133;20880;0;0,14459263
4134;20883;0;0,49050933
4135;20887;1;0,5066108
4136;20896;0;0,4429383
4137;20907;1;0,63425505
4138;20908;0;0,32668325
4139;20911;1;0,7211953
4140;20912;1;0,7243934
4141;20931;1;0,78829604
4142;20934;1;0,5826102
4143;20936;1;0,8887674
4144;20937;1;0,70194906
4145;20944;1;0,77036804
4146;20947;1;0,75885034
4147;20952;0;0,29347572
4148;20953;1;0,7455802
4149;20955;0;0,31651706
4150;20958;1;0,6947816
4151;20968;1;0,6153501
4152;20970;0;0,29341552
4153;20974;1;0,5320438
4154;20983;1;0,6328944
4155;20986;0;0,3753545
4156;20995;0;0,34660897
4157;20998;1;0,8581483
4158;21007;1;0,53372127
4159;21009;1;0,7646643
4160;21020;1;0,6688518
4161;21021;1;0,6334394
4162;21027;1;0,7016786
4163;21028;1;0,63938624
4164;21033;1;0,83173156
4165;21038;0;0,09218766
4166;21039;1;0,70120335
4167;21053;1;0,8272225
4168;21054;1;0,720068
4169;21060;1;0,55764806
4170;21068;0;0,17477532
4171;21077;1;0,64574087
4172;21079;1;0,7823276
4173;21089;1;0,78393567
4174;21092;1;0,8227078
4175;21109;1;0,8099501
4176;21117;1;0,7218277
4177;21118;1;0,72261035
4178;21122;1;0,6312486
4179;21125;0;0,06744526
4180;21130;0;0,3356538
4181;21134;1;0,55663425
4182;21137;0;0,22106862
4183;21145;1;0,82266957
4184;21154;1;0,5301583
4185;21158;1;0,54093474
4186;21159;1;0,8422813
4187;21168;0;0,13227405
4188;21169;1;0,7918675
4189;21170;1;0,8860536
4190;21172;1;0,8599834
4191;21174;1;0,8174592
4192;21178;1;0,75976735
4193;21179;1;0,6693992
4194;21184;1;0,8887416
4195;21185;1;0,88962466
4196;21189;1;0,717732
4197;21194;1;0,8588309
4198;21198;0;0,48731306
4199;21203;1;0,6162735
4200;21208;1;0,50780225
4201;21211;1;0,84883237
4202;21214;1;0,65090156
4203;21215;1;0,6808133
4204;21218;1;0,80031776
4205;21219;1;0,75353694
4206;21220;1;0,76268876
4207;21230;0;0,27204493
4208;21237;1;0,7426361
4209;21239;1;0,75669825
4210;21248;0;0,4714622
4211;21252;1;0,67893904
4212;21260;1;0,526479
4213;21261;1;0,6630562
4214;21262;1;0,8277937
4215;21263;1;0,7173662
4216;21264;1;0,72125584
4217;21282;1;0,78529656
4218;21292;1;0,6966492
4219;21296;1;0,59308004
4220;21301;1;0,73869884
4221;21302;1;0,80944407
4222;21303;1;0,75927645
4223;21311;1;0,75144404
4224;21315;1;0,6733345
4225;21323;1;0,78383464
4226;21335;1;0,7258211
4227;21336;0;0,41749448
4228;21338;1;0,8057976
4229;21345;0;0,37127808
4230;21351;1;0,8101772
4231;21353;1;0,5969589
4232;21354;1;0,8148858
4233;21359;1;0,81695783
4234;21364;1;0,52295196
4235;21365;1;0,6396192
4236;21373;1;0,7865628
4237;21374;1;0,8547342
4238;21396;1;0,7448773
4239;21397;1;0,6826528
4240;21408;0;0,27236676
4241;21416;1;0,70030946
4242;21421;1;0,5635636
4243;21425;0;0,25366163
4244;21426;1;0,6230938
4245;21429;1;0,79068357
4246;21445;1;0,6029952
4247;21447;1;0,6285434
4248;21459;1;0,7627095
4249;21468;0;0,2432838
4250;21472;1;0,8074959
4251;21475;1;0,7243471
4252;21483;1;0,8287298
4253;21484;1;0,6979145
4254;21491;0;0,3534303
4255;21496;0;0,43783012
4256;21499;1;0,87892133
4257;21501;1;0,53919935
4258;21504;1;0,61215866
4259;21505;0;0,4329454
4260;21506;1;0,7190022
4261;21508;1;0,81594586
4262;21510;1;0,81237817
4263;21513;1;0,59069055
4264;21519;1;0,7480728
4265;21524;0;0,22866704
4266;21526;0;0,24618015
4267;21529;1;0,62981945
4268;21530;1;0,7817998
4269;21541;1;0,7657767
4270;21544;1;0,7924169
4271;21550;0;0,26109493
4272;21554;1;0,7442671
4273;21555;0;0,30318978
4274;21561;1;0,5477218
4275;21567;0;0,25978673
4276;21572;1;0,5632322
4277;21574;1;0,68096083
4278;21578;1;0,7517183
4279;21579;1;0,89011437
4280;21586;0;0,4997926
4281;21589;1;0,75470084
4282;21592;0;0,38501117
4283;21596;1;0,7696886
4284;21601;1;0,7640037
4285;21606;1;0,8362895
4286;21607;1;0,81201005
4287;21608;1;0,792294
4288;21609;1;0,58429885
4289;21612;0;0,35502645
4290;21616;1;0,65589947
4291;21617;1;0,72041637
4292;21618;0;0,4888615
4293;21619;0;0,34746894
4294;21620;1;0,6947209
4295;21624;1;0,74074954
4296;21625;1;0,7561852
4297;21627;1;0,6684207
4298;21628;1;0,83114624
4299;21631;1;0,8584746
4300;21634;1;0,6636374
4301;21637;0;0,2968611
4302;21641;1;0,80400014
4303;21642;0;0,39878702
4304;21643;1;0,6476992
4305;21645;1;0,7413486
4306;21648;1;0,82396615
4307;21653;1;0,81102127
4308;21659;1;0,87670225
4309;21664;1;0,8805054
4310;21669;1;0,8359037
4311;21671;1;0,8297425
4312;21680;0;0,13669065
4313;21684;0;0,41147327
4314;21686;1;0,8310091
4315;21693;1;0,58041716
4316;21704;0;0,45688254
4317;21707;0;0,3771192
4318;21713;1;0,72029656
4319;21717;1;0,64193064
4320;21720;1;0,61578447
4321;21723;1;0,7327422
4322;21732;1;0,9099429
4323;21736;0;0,17396383
4324;21745;1;0,543207
4325;21748;1;0,7084528
4326;21757;1;0,7769112
4327;21758;1;0,65854883
4328;21769;0;0,4355188
4329;21772;1;0,5909179
4330;21789;1;0,80781984
4331;21791;1;0,7903087
4332;21793;1;0,7431487
4333;21799;1;0,76585394
4334;21806;0;0,14395979
4335;21811;1;0,6944488
4336;21812;0;0,18558243
4337;21817;0;0,31773046
4338;21821;1;0,76921755
4339;21841;1;0,80401635
4340;21843;1;0,5948864
4341;21845;1;0,6666902
4342;21846;0;0,4819346
4343;21847;1;0,710951
4344;21850;1;0,8387719
4345;21851;1;0,8511416
4346;21853;1;0,85344756
4347;21854;1;0,8312418
4348;21855;1;0,82813233
4349;21859;1;0,881252
4350;21862;1;0,760194
4351;21874;1;0,5741855
4352;21879;0;0,42065808
4353;21883;1;0,8219595
4354;21890;1;0,75638974
4355;21891;1;0,5641202
4356;21893;1;0,7742364
4357;21896;1;0,62424195
4358;21903;1;0,541329
4359;21911;1;0,7410843
4360;21926;1;0,5945631
4361;21928;1;0,5302331
4362;21934;1;0,8446507
4363;21935;1;0,7343801
4364;21940;1;0,80725795
4365;21941;1;0,8046342
4366;21942;1;0,69913316
4367;21946;1;0,7293932
4368;21947;1;0,7288153
4369;21949;1;0,608812
4370;21950;1;0,50881714
4371;21955;1;0,55716276
4372;21961;0;0,47246593
4373;21981;1;0,89262867
4374;21994;0;0,44636005
4375;22002;0;0,27732995
4376;22016;1;0,8427191
4377;22036;1;0,7756429
4378;22038;1;0,6525144
4379;22039;1;0,5196383
4380;22042;1;0,950904
4381;22043;1;0,51845294
4382;22045;1;0,71563023
4383;22046;1;0,60875034
4384;22060;1;0,8944321
4385;22061;1;0,7606299
4386;22069;1;0,65697473
4387;22074;0;0,41683874
4388;22080;1;0,6063355
4389;22083;1;0,55495125
4390;22090;1;0,91512674
4391;22091;0;0,43296608
4392;22093;0;0,17380449
4393;22094;1;0,6638025
4394;22101;1;0,842717
4395;22124;1;0,7809653
4396;22138;1;0,8354193
4397;22149;1;0,559751
4398;22158;1;0,787888
4399;22159;1;0,7132283
4400;22160;0;0,28801477
4401;22165;0;0,45621654
4402;22175;1;0,82315767
4403;22177;1;0,73387486
4404;22188;1;0,7955996
4405;22200;1;0,80267185
4406;22212;0;0,34785694
4407;22214;1;0,85994697
4408;22216;1;0,73567533
4409;22217;0;0,3299609
4410;22228;1;0,57369184
4411;22240;1;0,58491814
4412;22246;0;0,49867803
4413;22254;1;0,6382586
4414;22260;1;0,549523
4415;22261;0;0,26078624
4416;22264;1;0,6809901
4417;22266;1;0,7484894
4418;22268;1;0,7289414
4419;22269;0;0,47920796
4420;22272;1;0,68735456
4421;22286;1;0,72751147
4422;22288;1;0,81410635
4423;22292;0;0,33098975
4424;22302;1;0,80192816
4425;22306;1;0,77557266
4426;22307;1;0,653625
4427;22310;1;0,8294633
4428;22311;1;0,77090394
4429;22314;1;0,79434764
4430;22323;1;0,71208173
4431;22333;1;0,57797956
4432;22339;1;0,7093521
4433;22345;1;0,8165008
4434;22352;1;0,8050442
4435;22363;0;0,40847734
4436;22364;1;0,66446865
4437;22368;0;0,4239611
4438;22374;1;0,7985877
4439;22387;1;0,71542966
4440;22396;0;0,10386514
4441;22412;1;0,7022631
4442;22425;1;0,6181792
4443;22430;1;0,5754998
4444;22433;1;0,6939055
4445;22435;1;0,68388873
4446;22436;1;0,6444084
4447;22439;1;0,6428722
4448;22441;1;0,7125574
4449;22452;1;0,8612389
4450;22454;0;0,35339502
4451;22455;0;0,2753307
4452;22458;0;0,435535
4453;22461;1;0,82324564
4454;22466;1;0,7196198
4455;22472;1;0,8074707
4456;22474;0;0,16144754
4457;22475;0;0,19820803
4458;22478;1;0,7791697
4459;22484;1;0,6442973
4460;22485;1;0,73286724
4461;22488;1;0,7508689
4462;22489;1;0,5732853
4463;22491;1;0,8046334
4464;22494;1;0,64775527
4465;22500;0;0,31591195
4466;22507;0;0,08501407
4467;22509;0;0,32740054
4468;22516;1;0,56536883
4469;22529;1;0,74117756
4470;22534;0;0,43873265
4471;22536;1;0,77405256
4472;22539;0;0,2217609
4473;22547;1;0,7897053
4474;22559;1;0,65403485
4475;22563;0;0,3453527
4476;22567;1;0,54564846
4477;22571;0;0,2930862
4478;22575;1;0,7303058
4479;22578;1;0,5090662
4480;22580;1;0,8632685
4481;22587;0;0,47270873
4482;22592;1;0,6766317
4483;22593;1;0,65937996
4484;22597;1;0,87497246
4485;22601;1;0,51851505
4486;22603;1;0,75914395
4487;22613;1;0,8593445
4488;22631;0;0,4443611
4489;22633;1;0,8232056
4490;22639;1;0,80271447
4491;22642;1;0,9187851
4492;22653;1;0,56238276
4493;22657;1;0,7833225
4494;22662;1;0,8537233
4495;22667;1;0,6815866
4496;22669;0;0,04207313
4497;22682;1;0,68244195
4498;22687;1;0,7209895
4499;22689;1;0,64545685
4500;22691;1;0,82725155
4501;22697;1;0,8387355
4502;22703;1;0,78217953
4503;22712;1;0,66302156
4504;22716;0;0,44110367
4505;22719;1;0,66500443
4506;22720;1;0,8666802
4507;22731;1;0,827696
4508;22733;0;0,45967445
4509;22735;1;0,59866667
4510;22738;1;0,768409
4511;22742;0;0,38554096
4512;22747;1;0,8933949
4513;22749;1;0,76057214
4514;22752;1;0,85221547
4515;22755;0;0,46139959
4516;22757;1;0,5544423
4517;22758;1;0,6933971
4518;22764;1;0,6756181
4519;22766;1;0,7589914
4520;22769;1;0,85010576
4521;22774;1;0,8455164
4522;22779;0;0,38177836
4523;22782;1;0,84606606
4524;22784;1;0,71601385
4525;22791;1;0,5893575
4526;22792;1;0,6712591
4527;22795;0;0,44627178
4528;22807;1;0,8080366
4529;22809;1;0,8589288
4530;22810;1;0,7294302
4531;22813;1;0,7696315
4532;22819;1;0,82296383
4533;22823;1;0,78725415
4534;22827;0;0,055460732
4535;22841;1;0,59482324
4536;22851;0;0,43670645
4537;22869;1;0,6962406
4538;22883;1;0,8021984
4539;22884;0;0,4421482
4540;22887;1;0,65709656
4541;22902;0;0,098540306
4542;22903;1;0,52595675
4543;22912;1;0,7379338
4544;22917;1;0,73293436
4545;22920;1;0,7817931
4546;22926;1;0,6433559
4547;22930;0;0,13165307
4548;22931;1;0,5485809
4549;22940;0;0,4086002
4550;22943;1;0,70074135
4551;22946;0;0,4266745
4552;22948;1;0,8061434
4553;22950;0;0,046297837
4554;22953;1;0,6376081
4555;22961;1;0,5780636
4556;22967;1;0,6861942
4557;22981;1;0,6321805
4558;22984;1;0,7763277
4559;23000;1;0,73665243
4560;23001;1;0,61034524
4561;23006;1;0,66808534
4562;23007;1;0,69502056
4563;23008;1;0,6625689
4564;23013;1;0,8671475
4565;23023;1;0,75971943
4566;23025;0;0,29023397
4567;23045;0;0,2905341
4568;23050;1;0,7667643
4569;23052;1;0,5593293
4570;23057;1;0,7386926
4571;23059;0;0,4730969
4572;23061;1;0,54472566
4573;23063;1;0,6762967
4574;23069;0;0,39194435
4575;23071;0;0,030455604
4576;23072;0;0,36750874
4577;23074;0;0,4354509
4578;23080;1;0,77252316
4579;23082;1;0,65138733
4580;23087;0;0,42515573
4581;23095;1;0,7306275
4582;23097;0;0,33672094
4583;23098;0;0,4623021
4584;23105;0;0,4597227
4585;23111;1;0,63934296
4586;23115;0;0,3911955
4587;23136;0;0,100405075
4588;23139;1;0,7359932
4589;23140;1;0,75594115
4590;23151;1;0,85915554
4591;23153;1;0,86615455
4592;23160;1;0,564705
4593;23161;0;0,037373837
4594;23164;1;0,6726866
4595;23174;1;0,7503894
4596;23178;1;0,7483084
4597;23181;1;0,6030946
4598;23198;1;0,67694086
4599;23200;0;0,33438858
4600;23202;1;0,6152223
4601;23220;1;0,7378631
4602;23225;1;0,6893376
4603;23230;1;0,7623442
4604;23237;1;0,7900406
4605;23252;1;0,5383224
4606;23258;1;0,8666702
4607;23262;1;0,603623
4608;23263;1;0,82451564
4609;23264;1;0,59710634
4610;23266;0;0,27579406
4611;23274;1;0,7088438
4612;23277;1;0,84708303
4613;23279;1;0,5693078
4614;23282;1;0,5941368
4615;23283;1;0,80281687
4616;23293;1;0,7645853
4617;23296;1;0,52808315
4618;23297;0;0,17246005
4619;23300;1;0,56152123
4620;23306;0;0,46247086
4621;23309;1;0,71933264
4622;23318;0;0,075147316
4623;23327;1;0,8142063
4624;23329;0;0,30840662
4625;23339;0;0,111576974
4626;23340;1;0,7110721
4627;23344;1;0,7142312
4628;23347;1;0,81335914
4629;23348;0;0,30160493
4630;23351;0;0,17414135
4631;23360;1;0,7565619
4632;23370;1;0,6475707
4633;23376;1;0,58180827
4634;23388;1;0,55572754
4635;23390;0;0,33926642
4636;23393;1;0,7508822
4637;23394;0;0,080776975
4638;23405;0;0,3075033
4639;23412;1;0,72914493
4640;23413;1;0,7252538
4641;23422;0;0,35243624
4642;23430;1;0,7054241
4643;23431;1;0,61561835
4644;23434;1;0,6316374
4645;23439;0;0,3885928
4646;23455;1;0,7916778
4647;23465;1;0,79944134
4648;23471;1;0,85979396
4649;23473;1;0,61667734
4650;23479;1;0,64521104
4651;23485;1;0,79222023
4652;23488;1;0,8311749
4653;23489;1;0,8340903
4654;23491;1;0,5548643
4655;23501;1;0,83452237
4656;23503;0;0,3724813
4657;23509;1;0,8442451
4658;23513;1;0,7068742
4659;23514;1;0,7335757
4660;23515;1;0,77229905
4661;23520;0;0,43356386
4662;23523;0;0,15822512
4663;23524;1;0,66514814
4664;23525;1;0,742386
4665;23527;0;0,32759216
4666;23538;1;0,7816947
4667;23539;1;0,6982329
4668;23540;1;0,6819061
4669;23541;1;0,611476
4670;23544;1;0,60604435
4671;23546;1;0,73668754
4672;23551;1;0,75031036
4673;23557;1;0,56559485
4674;23562;1;0,8493376
4675;23564;0;0,12911895
4676;23566;1;0,8125907
4677;23567;1;0,76591074
4678;23573;1;0,66778946
4679;23581;0;0,41366547
4680;23584;1;0,8263354
4681;23587;1;0,7944246
4682;23591;1;0,72359174
4683;23595;0;0,47390065
4684;23599;1;0,6306164
4685;23609;1;0,85280657
4686;23612;1;0,7220368
4687;23613;1;0,8566619
4688;23614;1;0,85241175
4689;23621;1;0,7318431
4690;23623;0;0,44518328
4691;23632;0;0,29574177
4692;23637;1;0,8744204
4693;23638;1;0,6514794
4694;23639;0;0,44644585
4695;23640;1;0,7856948
4696;23641;1;0,6336893
4697;23651;0;0,3953394
4698;23652;1;0,79546064
4699;23653;0;0,33087602
4700;23657;1;0,7237683
4701;23660;0;0,3042514
4702;23664;1;0,56710553
4703;23665;0;0,08750999
4704;23676;1;0,580056
4705;23677;0;0,27209774
4706;23678;0;0,38421804
4707;23681;1;0,7409745
4708;23689;1;0,7178806
4709;23696;1;0,79787874
4710;23697;1;0,7336829
4711;23698;1;0,75413173
4712;23699;0;0,37596846
4713;23705;1;0,7503665
4714;23709;1;0,64104164
4715;23711;1;0,8341879
4716;23716;1;0,53788483
4717;23720;1;0,8300127
4718;23722;1;0,7148883
4719;23724;0;0,21803787
4720;23725;1;0,61801535
4721;23730;1;0,5557055
4722;23742;1;0,70675194
4723;23745;1;0,5119977
4724;23766;1;0,6837309
4725;23777;1;0,8031593
4726;23802;1;0,8306949
4727;23805;1;0,7871277
4728;23806;1;0,56662476
4729;23821;1;0,8855155
4730;23823;1;0,8375631
4731;23828;0;0,05769195
4732;23830;1;0,68479455
4733;23831;0;0,43399906
4734;23837;1;0,7728863
4735;23839;1;0,5932088
4736;23843;0;0,32639694
4737;23844;1;0,7998522
4738;23853;1;0,7466989
4739;23856;0;0,10633244
4740;23864;1;0,81021875
4741;23870;1;0,6691943
4742;23873;1;0,5760445
4743;23881;1;0,7928227
4744;23882;1;0,7953561
4745;23884;1;0,68490064
4746;23885;0;0,005872767
4747;23890;0;0,4764144
4748;23891;1;0,7660037
4749;23903;1;0,5239677
4750;23904;0;0,13760118
4751;23907;1;0,77706236
4752;23911;0;0,3713811
4753;23916;0;0,33121234
4754;23925;1;0,5652641
4755;23937;1;0,8122055
4756;23940;0;0,22944203
4757;23945;1;0,80829966
4758;23949;1;0,78015834
4759;23953;1;0,5965308
4760;23956;1;0,7400899
4761;23958;1;0,6948406
4762;23961;1;0,7330422
4763;23963;1;0,8299106
4764;23964;1;0,5206362
4765;23969;0;0,2023104
4766;23973;1;0,67585117
4767;23981;0;0,42910895
4768;23982;1;0,75300485
4769;23987;1;0,7178668
4770;23991;1;0,887472
4771;23994;1;0,82452446
4772;24001;1;0,79371786
4773;24012;1;0,67999053
4774;24018;1;0,7902004
4775;24020;0;0,03059643
4776;24028;1;0,85297114
4777;24036;0;0,19504586
4778;24039;0;0,42796144
4779;24047;1;0,53101003
4780;24050;1;0,6577619
4781;24051;1;0,5820079
4782;24052;1;0,86307925
4783;24055;1;0,7333798
4784;24056;0;0,4164001
4785;24065;1;0,7283508
4786;24074;1;0,88194746
4787;24077;0;0,014245295
4788;24078;1;0,6447238
4789;24082;1;0,85500014
4790;24084;1;0,8807506
4791;24086;1;0,54294735
4792;24092;1;0,8229389
4793;24093;1;0,5917549
4794;24095;1;0,76385385
4795;24096;1;0,7628379
4796;24099;0;0,2345364
4797;24101;0;0,4233872
4798;24105;1;0,61624056
4799;24106;1;0,82743657
4800;24127;1;0,7426996
4801;24137;0;0,40987906
4802;24140;1;0,5837756
4803;24143;1;0,7040272
4804;24147;1;0,8483212
4805;24155;1;0,8404921
4806;24156;0;0,4717237
4807;24161;1;0,6359632
4808;24163;0;0,49474493
4809;24164;1;0,7555777
4810;24165;1;0,70591617
4811;24172;1;0,82774395
4812;24178;0;0,34482068
4813;24181;1;0,7960293
4814;24182;1;0,74875134
4815;24188;1;0,8588144
4816;24190;1;0,64649534
4817;24192;1;0,7759792
4818;24194;0;0,12273172
4819;24198;1;0,7712875
4820;24205;1;0,8039179
4821;24213;1;0,7086016
4822;24214;1;0,68591964
4823;24217;1;0,6561628
4824;24229;1;0,68205553
4825;24231;0;0,41551673
4826;24232;1;0,78187245
4827;24238;1;0,79495126
4828;24240;1;0,7041091
4829;24241;1;0,66722995
4830;24243;1;0,6985324
4831;24245;1;0,8498811
4832;24249;1;0,87537533
4833;24250;1;0,70208246
4834;24252;1;0,8350584
4835;24261;1;0,6866105
4836;24267;1;0,7503941
4837;24268;1;0,7472981
4838;24280;0;0,18578057
4839;24294;1;0,76748997
4840;24297;1;0,80902576
4841;24299;0;0,27356339
4842;24305;1;0,789028
4843;24310;0;0,36687568
4844;24313;0;0,17553753
4845;24317;1;0,6805163
4846;24319;1;0,67272085
4847;24323;1;0,62993723
4848;24331;1;0,7284096
4849;24332;1;0,79973954
4850;24343;1;0,6123919
4851;24346;1;0,70253295
4852;24355;1;0,83655006
4853;24362;1;0,7275776
4854;24365;1;0,7559035
4855;24369;1;0,53624594
4856;24384;1;0,81824607
4857;24398;1;0,80525476
4858;24406;1;0,74200326
4859;24411;1;0,7861438
4860;24414;1;0,6288973
4861;24416;1;0,6812292
4862;24421;1;0,8130718
4863;24424;0;0,2327716
4864;24425;0;0,3510416
4865;24430;1;0,7928549
4866;24431;1;0,604211
4867;24432;1;0,5941919
4868;24434;1;0,591449
4869;24450;1;0,7651467
4870;24451;0;0,46028593
4871;24455;0;0,28284344
4872;24459;1;0,75151044
4873;24460;0;0,49252823
4874;24465;1;0,5746849
4875;24469;1;0,7416441
4876;24478;1;0,85252213
4877;24479;0;0,23870154
4878;24497;1;0,8275373
4879;24508;1;0,75880164
4880;24511;1;0,7134075
4881;24516;1;0,7479205
4882;24518;1;0,70935094
4883;24519;0;0,39372554
4884;24520;1;0,71404004
4885;24522;1;0,91877735
4886;24536;0;0,25488785
4887;24543;1;0,8114967
4888;24552;1;0,7599744
4889;24558;1;0,8111536
4890;24562;1;0,62834877
4891;24572;1;0,513501
4892;24575;1;0,60530835
4893;24579;1;0,828903
4894;24582;1;0,62371904
4895;24584;1;0,8335935
4896;24589;1;0,89692044
4897;24600;1;0,6528356
4898;24603;1;0,70002943
4899;24607;1;0,71813715
4900;24608;0;0,3156243
4901;24614;0;0,39795107
4902;24615;1;0,8377779
4903;24619;1;0,5310486
4904;24624;1;0,58177906
4905;24626;0;0,30219927
4906;24640;1;0,88093615
4907;24641;1;0,52277404
4908;24645;0;0,41721618
4909;24650;1;0,77072036
4910;24651;1;0,57979333
4911;24657;1;0,80241066
4912;24659;1;0,8137059
4913;24662;1;0,56193906
4914;24667;1;0,5552663
4915;24668;1;0,683526
4916;24670;1;0,6123137
4917;24671;1;0,67166126
4918;24673;1;0,8206898
4919;24678;1;0,8222861
4920;24680;1;0,6387539
4921;24683;1;0,80311775
4922;24684;1;0,62655175
4923;24685;1;0,65426725
4924;24686;1;0,8473302
4925;24687;1;0,69633734
4926;24689;1;0,5623054
4927;24696;1;0,8281738
4928;24697;1;0,77794504
4929;24698;1;0,7838837
4930;24700;1;0,77461916
4931;24702;1;0,8683272
4932;24706;1;0,7512923
4933;24708;1;0,74100935
4934;24709;1;0,7675333
4935;24711;1;0,51285946
4936;24715;1;0,773226
4937;24726;1;0,68440396
4938;24735;1;0,8702768
4939;24736;1;0,8358724
4940;24740;1;0,65069526
4941;24744;1;0,6694446
4942;24751;1;0,6433856
4943;24752;1;0,702469
4944;24759;1;0,6459183
4945;24765;0;0,4002999
4946;24766;1;0,7799082
4947;24786;1;0,65771896
4948;24800;0;0,26963794
